input,actual_output,expected_output,retrieval_context
Which is the source animal for the MERS-COV?,"Based on the provided passages, the source animal for MERS-CoV is the dromedary camel (DC). It is mentioned that over 90% of adult dromedary camels in the Kingdom of Saudi Arabia (KSA) have been infected with MERS-CoV, and that DCs across the Arabian Peninsula and parts of Africa have also been found to be infected. Additionally, it is stated that occasionally, the virus is transmitted from infected DCs to exposed humans.",The source animal for MERS-CoV is the dromedary camel (DC).,"['Title: MERS coronavirus: diagnostics, epidemiology and transmission\nPassage: Since this study, a host of peer-reviewed reports have looked at both DCs and other animals, and the possibility that they may host MERS-CoV infection. Seropositive DCs have been found throughout the Arabian Peninsula including Oman, the KSA, Qatar, Jordan, the United Arab Emirates , Kuwait as well as Sudan, Somalia, Egypt, Tunisia, Nigeria, Kenya and Ethiopia in Africa and the Canary Islands . Other animals tested include sheep, cows, pigs, horses, donkeys, mules, birds, water buffalo, goats, Bactrian camels, llamas and guanaco but none had detectable neutralising antibody against MERS-CoV . No virology or serology studies of human samples', 'Title: MERS coronavirus: diagnostics, epidemiology and transmission\nPassage: Since that first report, a slow discovery process over the following two to three years revealed a virus that had infected over 90 % of adult dromedary camels in the KSA , also DCs across the Arabian Peninsula and parts of Africa that are a source of DC imports for the KSA . To date, MERS-CoV has not been detected in DCs tested in zoos or herds from other parts of the world . Occasionally, virus is transmitted from infected DCs to exposed humans. Subsequent transmission to other humans requires relatively close and prolonged exposure .', 'Title: MERS coronavirus: diagnostics, epidemiology and transmission\nPassage: The possibility that bats were an animal host of MERS-CoV was initially widely discussed because of the existing diversity of coronaviruses known to reside among them . Conclusive evidence supporting bats as a source for human infections by MERS-CoV has yet to be found, but bats do appear to host ancestral representatives . However, these are not variants of the same virus nor always within the same phylogenetic lineage as MERS-CoV; they are each a genetically distinct virus. Bat-to-human infection by MERS-CoV is a purely speculative event. The only piece of MERS-CoV-specific evidence pointing to bats originates from amplification of', 'Title: Infection, Replication, and Transmission of Middle East Respiratory Syndrome Coronavirus in Alpacas\nPassage: A major question related to the pathogenesis of MERS-CoV infection in camels, and of great relevance to vaccination strategies, is whether animals that have been infected are resistant to reinfection and virus shedding and, if so, for how long. Our experimentally infected animals were completely protected against rechallenge 70 days later, which suggests that sterilizing immunity can be achieved. However, the animals that were infected through contact shed infectious virus after reinfection, albeit at much lower levels than infected control animals .', 'Title: MERS coronavirus: diagnostics, epidemiology and transmission\nPassage: Infectious MERS-CoV added to DC, goat or cow milk and stored at 4°C could be recovered at least 72 h later and, if stored at 22°C, recovery was possible for up to 48 h . MERS-CoV titre decreased somewhat when recovered from milk at 22°C but pasteurization completely ablated MERS-CoV infectivity . In a subsequent study, MERS-CoV RNA was identified in the milk, nasal secretion and faeces of DCs from Qatar .']"
What are some non-pharmaceutical interventions?,"Some non-pharmaceutical interventions include community or home quarantine, closing schools, prohibition of public gatherings, as well as behavior change messages regarding washing hands often and covering your cough and sneeze. These measures are implemented to reduce the spread of disease during a pandemic. However, it is important to acknowledge that the unequal capabilities of different communities to adhere to such measures may affect their efficacy.","Some non-pharmaceutical interventions mentioned in the context include use of face masks, improved hand hygiene, cough etiquette, social distancing measures, travel restrictions, and intensive counselling on proper use of hygiene aids.","['Title: Estimating the number of infections and the impact of non-\nPassage: study have implemented all major non-pharmaceutical interventions.', 'Title: Estimating the number of infections and the impact of non-\nPassage: study have implemented all major non-pharmaceutical interventions.', 'Title: Estimating the number of infections and the impact of non-\nPassage: study have implemented all major non-pharmaceutical interventions.', 'Title: Existing health inequalities in India: informing preparedness planning for an influenza pandemic\nPassage: Policies for those at greater risk of exposure and unable to social distance During a pandemic, non-pharmaceutical interventions include community or home quarantine, closing schools, prohibition of public gatherings, as well as behaviour change messages regarding washing hands often and covering your cough and sneeze. Yet the unequal capabilities of different communities to adhere to such measures are not acknowledged. For example, the pandemic plan of India fails to acknowledge the potential inefficacy of closing schools in reducing the spread of disease among the urban poor living in crowded environments. Similarly, whereas public markets may need to be closed to', 'Title: Respiratory Viral Infections in Exacerbation of Chronic Airway Inflammatory Diseases: Novel Mechanisms and Insights From the Upper Airway Epithelium\nPassage: effective management of chronic inflammatory diseases.']"
"When did the White House launch the ""15 Days to Slow the Spread"" program?","The White House launched the ""15 Days to Slow the Spread"" program on March 16, 2020. This program was a nationwide effort to slow the spread of COVID-19 through the implementation of social distancing at all levels of society.","The White House launched the ""15 Days to Slow the Spread"" program on March 16.","['Title: CDC Summary 21 MAR 2020,\nPassage: On March 16, the White House announced a program called “15 Days to Slow the Spread,”pdf iconexternal icon which is a nationwide effort to slow the spread of COVID-19 through the implementation of social distancing at all levels of society.', ""Title: Managing emerging transnational public health security threats: lessons learned from the 2014 West African Ebola outbreak\nPassage: The response by the US arguably began in March 2014 when CDC deployed personnel to investigate Ebola cases in Guinea, and further on July 9, 2014 with the activation of CDC's Emergency Operations Center. However, because EVD was largely out of the public's eye until the fall of 2014, its response was similarly delayed. That is, the peak number of EVD cases in Liberia was September 21, 2014; one week after President Obama's announcement to commit 3000 troops and provide additional aid to the Ebola response effort and one month after WHO declared it a public health emergency of international"", 'Title: Estimating the number of infections and the impact of non-\nPassage: recent trends in deaths in several countries, where the rate of increase had clearly slowed .', 'Title: School closures during the 2009 influenza pandemic: national and local experiences\nPassage: In the early phase of the pandemic, HK implemented aggressive strategies to attempt to contain and later on to mitigate the spread the virus. Once the first case due to indigenous transmission was confirmed on 10 June 2009, they moved from a ""containment phase"" to a ""mitigation phase"" designed to relieve disease burden and mortality, primarily based on NPI . The mitigation phase included: public health campaigns , medical resource mobilization, opening of eight designated fever clinics , and antiviral treatment of confirmed cases. In addition, there was an immediate proactive closure of kindergarten/primary schools for at least 2 weeks', 'Title: Managing emerging transnational public health security threats: lessons learned from the 2014 West African Ebola outbreak\nPassage: during March 17-28, the WHO Director-General declared on March 29, 2016 the end of the Public Health Emergency of International Concern regarding the EVD outbreak in West Africa .']"
What is the most common subgroup of HMPV?,"According to the passage, the most frequently observed subgroup of Human Metapneumovirus (HMPV) is HMPV A2, which is further divided into two proposed sub-lineages.",The most common subgroup of HMPV is subgroup A2.,"['Title: Whole genome sequencing and phylogenetic analysis of human metapneumovirus strains from Kenya and Zambia\nPassage: to define two major genotypes or groups, A and B, which are further classified into four subgroups . HMPV A2, the most frequently observed subgroup, is further divided into two proposed sub-lineages .', 'Title: Whole genome sequencing and phylogenetic analysis of human metapneumovirus strains from Kenya and Zambia\nPassage: to define two major genotypes or groups, A and B, which are further classified into four subgroups . HMPV A2, the most frequently observed subgroup, is further divided into two proposed sub-lineages .', 'Title: Whole genome sequencing and phylogenetic analysis of human metapneumovirus strains from Kenya and Zambia\nPassage: For the 143 HMPV genomes, we checked sequence conservation at transcriptional control regions, at the termini of each gene, as well as the lengths of intergenic sequences between gene boundaries. The length of the F-M2 intergenic region was different between group A and B viruses, that is, 13 nt and 2 nt, respectively. The SH-G and G-L intergenic regions were the longest, up to 125 nt and to 190 nt, respectively. Consensus nucleotides at the putative start and end regions flanking the ORF of the viral genes are shown in Fig. 1 . The gene-start and -end regions of N', 'Title: Hantaviruses in the Americas and Their Role as Emerging Pathogens\nPassage: ratios, for the most common viral serotypes, between 30% and 40%. Habitat disturbance and larger-scale ecological disturbances, perhaps including climate change, are among the factors that may have increased the human caseload of HCPS between 1993 and the present. We consider here the features that influence the structure of host population dynamics that may lead to viral outbreaks, as well as the macromolecular determinants of hantaviruses that have been regarded as having potential contribution to pathogenicity.', 'Title: Whole genome sequencing and phylogenetic analysis of human metapneumovirus strains from Kenya and Zambia\nPassage: HMPV is reported to have an important contribution to acute respiratory infections in Africa. For instance, HMPV-associated hospitalization was estimated at 6.5 per 1000 person years in infants in Soweto, South Africa ; at 4% in hospitalized children with severe ARI during a 2-year period in Cameroon ; and in rural western Kenya, incidence of HMPV associated with ARI cases in outpatient clinic visits was estimated at 0.43 per 100 person-years among outpatients . In Kilifi coastal Kenya, between January 2007 to December 2011, children under 6 months of age accounted for 44% of HMPV positive cases, while 74% were']"
Why do low levels of DC-SIGNR enhance Mother to Child Transmission of HIV-1?,"According to the passage, reduced expression of DC-SIGNR, particularly the membrane-bound isoforms, on placental capillary endothelial cells might favor HIV-1 binding to CCR5 receptor, instead of DC-SIGNR receptor, facilitating the migration of maternal HIV-1-infected cells across the placental barrier, resulting in IU transmission of HIV-1. This is because DC-SIGNR normally binds to HIV-1, but with reduced expression, the virus is more likely to bind to the CCR5 receptor, allowing it to cross the placental barrier and infect the child.","Low levels of DC-SIGNR enhance Mother to Child Transmission of HIV-1 because reduced expression of DC-SIGNR on placental capillary endothelial cells might favor HIV-1 binding to the CCR5 receptor instead of the DC-SIGNR receptor, facilitating the migration of maternal HIV-1-infected cells across the placental barrier. This results in intrauterine transmission of HIV-1.","['Title: Functional Genetic Variants in DC-SIGNR Are Associated with Mother-to-Child Transmission of HIV-1\nPassage: on endothelial cells compromises BBB integrity and enhances monocytes adhesion and transmigration across the BBB . It is thus possible that reduced expression of DC-SIGNR, particularly the membranebound isoforms, on placental capillary endothelial cells might favour HIV-1 binding to CCR5 receptor, instead of DC-SIGNR receptor, facilitating the migration of maternal HIV-1-infected cells across the placental barrier resulting in IU transmission of HIV-1.', 'Title: Functional Genetic Variants in DC-SIGNR Are Associated with Mother-to-Child Transmission of HIV-1\nPassage: Text: Without specific interventions, the rate of HIV-1 mother-tochild transmission is approximately 15-45% . UNAIDS estimates that last year alone, more than 400,000 children were infected worldwide, mostly through MTCT and 90% of them lived in sub-Saharan Africa. In the most heavilyaffected countries, such as Zimbabwe, HIV-1 is responsible for one third of all deaths among children under the age of five. MTCT of HIV-1 can occur during pregnancy , delivery or breastfeeding . High maternal viral load, low CD4 cells count, vaginal delivery, low gestational age have all been identified as independent factors associated with MTCT of HIV-1 .', 'Title: Inhibiting the Ins and Outs of HIV Replication: Cell-Intrinsic Antiretroviral Restrictions at the Plasma Membrane\nPassage: The use of CCR5 appears to be essential for sexual transmission of HIV-1. Viruses that use CCR5 alone , or more rarely CCR5 and CXCR4 ], predominate in early infection . Individuals homozygous for a 32 base pair deletion in CCR5 that disrupts its expression are largely HIV-1 resistant . X4-using viruses tend to arise later in infection in some, but not all, individuals, and are associated with more rapid progression to AIDS. Whilst they can be transmitted by intravenous drug-use/transfusion, it is not clear why X4 viruses are almost never transmitted sexually given that target CD4+ T cells in', 'Title: Passive immunization of macaques with polyclonal anti-SHIV IgG against a heterologous tier 2 SHIV: outcome depends on IgG dose\nPassage: the difference was statistically significant. The higher HIV-1 infection rate of HIVIGLOB-treated infants persisted throughout six months of follow-up, although differences at later time points were not statistically significant. In essence, passive immunization with HIVIGLOB did not prevent HIV-1 acquisition in any infants born to infected mothers, and may have enhanced in utero HIV-1 transmission.', ""Title: Improved Pharmacological and Structural Properties of HIV Fusion Inhibitor AP3 over Enfuvirtide: Highlighting Advantages of Artificial Peptide Strategy\nPassage: the present study showed significant decrease of anti-HIV-1 activity in the presence of patients' sera. Instead, the antiviral activity of AP3 increased in the presence of antisera from HIV-1-infected patients , suggesting that anti-HIV-1 antibodies actually enhanced the anti-HIV-1 activity of AP3, possibly because the binding of the antibodies to some sites in gp120 or gp41 promote the interaction of AP3 with viral gp41 NHR region.""]"
What proportion of healthcare workers reported symptoms of anxiety?,"The passage does not provide a specific proportion of healthcare workers who reported symptoms of anxiety. However, it mentions that a considerable proportion of participants reported symptoms of anxiety, and that women reported more severe degrees of anxiety than men, with a median Generalized Anxiety Disorder scale score of 4.0 compared to 2.0 for men.","A considerable proportion of participants reported symptoms of anxiety, with women reporting more severe degrees of symptoms than men.","['Title: Factors Associated With Mental Health Outcomes Among Health Care Workers Exposed to Coronavirus Disease 2019\nPassage: care workers. A considerable proportion of participants reported symptoms of depression ), anxiety ), insomnia ), and distress ). Nurses, women, frontline health care workers, and those working in Wuhan, China, reported more severe degrees of all measurements of mental health symptoms than other health care workers Patient Health Questionnaire scores among physicians vs nurses: 4.0 vs 5.0 ; P = .007; median Generalized Anxiety Disorder scale scores among men vs women: 2.0 vs 4.0 ; P < .001; median Insomnia Severity Index scores among frontline vs second-line workers: 6.0 vs 4.0 ; P < .001; median Impact of Event', 'Title: CDC Summary 21 MAR 2020,\nPassage: Healthcare workers caring for patients with COVID-19 are at elevated risk of exposure.', 'Title: Demographic Variations of MERS-CoV Infection among Suspected and Confirmed Cases: An Epidemiological Analysis of Laboratory-Based Data from Riyadh Regional Laboratory\nPassage: Among confirmed cases, only 25.2% were healthcare workers, whereas around 75% were non-healthcare workers.', 'Title: Backcalculating the Incidence of Infection with COVID-19 on the Diamond Princess\nPassage: total of 3711 persons , 199 symptomatic cases have been diagnosed on board as of 24 February, and additional asymptomatic infections and symptomatic cases after disembarkation have also been reported.', 'Title: Professional and Home-Made Face Masks Reduce Exposure to Respiratory Infections among the General Population\nPassage: apply to the general population in case of a pandemic. It is possible that the discomfort in wearing associated with a certain type of masks will lead to reduced adherence and thus to a loss in overall protectiveness . Indeed a review among health care workers could not determine whether personal respirators conferred better protection for the health care workers than surgical masks .']"
Which medical comorbidities most profoundly influenced MERS-CoV outcomes?,"According to the passages, the medical comorbidities that most profoundly influenced MERS-CoV outcomes are chronic lung disease, diabetes, and renal failure. These underlying conditions, along with weakened immune systems, are associated with a higher risk of severe disease and fatal outcomes. Older males with underlying comorbidities are also at a higher risk of fatal MERS.","Pre-existing medical conditions like chronic lung disease, diabetes, renal failure, and weakened immune systems most profoundly influenced MERS-CoV outcomes.","['Title: Potential Maternal and Infant Outcomes from (Wuhan) Coronavirus 2019-nCoV Infecting Pregnant Women: Lessons from SARS, MERS, and Other Human Coronavirus Infections\nPassage: immunocompromised patients and people with underlying comorbidities . The overall CFR of MERS is approximately 34.4% . Most fatalities have been associated with pre-existing medical conditions like chronic lung disease, diabetes, and renal failure, as well as weakened immune systems , making such individuals high risk. As a result of the immunological changes that occur during pregnancy, women who are pregnant are included in this high-risk group. Pregnant women may develop severe disease and fatal maternal and/or fetal outcomes as a result of MERS-CoV infection; however, little is known of the pathophysiology of this infection during pregnancy.', 'Title: Human metapneumovirus as cause of severe community-acquired pneumonia in adults: insights from a ten-year molecular and epidemiological analysis\nPassage: immunosuppression, specific comorbidities-chronic lung disease, heart disease, blood disorders-elderly and living in long-term care facilities are associated with a higher risk of severe viral pneumonia . Nevertheless, recent studies suggest that hMPV infection is an underappreciated cause of critical illness, also in previously healthy patients .', 'Title: MERS coronavirus: diagnostics, epidemiology and transmission\nPassage: MERS and SARS have some clinical similarities but they also diverge significantly . Defining characteristics include the higher PFC among MERS cases and the higher association between fatal MERS and older males with underlying comorbidities. For the viruses, MERS-CoV has a broader tropism, grows more rapidly in vitro, more rapidly induces cytopathogenic change, triggers distinct transcriptional responses, makes use of a different receptor, induces a more proinflammatory state and has a delayed innate antiviral response compared to SARS-CoV.', 'Title: MERS coronavirus: diagnostics, epidemiology and transmission\nPassage: MERS and SARS have some clinical similarities but they also diverge significantly . Defining characteristics include the higher PFC among MERS cases and the higher association between fatal MERS and older males with underlying comorbidities. For the viruses, MERS-CoV has a broader tropism, grows more rapidly in vitro, more rapidly induces cytopathogenic change, triggers distinct transcriptional responses, makes use of a different receptor, induces a more proinflammatory state and has a delayed innate antiviral response compared to SARS-CoV.', 'Title: MERS coronavirus: diagnostics, epidemiology and transmission\nPassage: MERS and SARS have some clinical similarities but they also diverge significantly . Defining characteristics include the higher PFC among MERS cases and the higher association between fatal MERS and older males with underlying comorbidities. For the viruses, MERS-CoV has a broader tropism, grows more rapidly in vitro, more rapidly induces cytopathogenic change, triggers distinct transcriptional responses, makes use of a different receptor, induces a more proinflammatory state and has a delayed innate antiviral response compared to SARS-CoV.']"
Which bacteial delivery vectors have gained favor for vaccines?,"Based on the provided passages, it appears that adenovirus vectors, baculovirus vectors, and vesicular stomatitis virus (VSV) vectors have gained favor for vaccines. These vectors have been shown to be effective in inducing protective immunity against various diseases, including influenza and Ebola. Adenovirus vectors are attractive due to their genome stability and ability to accommodate large amounts of recombinant genetic material. Baculovirus vectors offer advantages over inactivated vaccines, including the elimination of concerns about incomplete inactivation of pathogenic viruses.","The bacterial delivery vectors that have gained favor for vaccines include Listeria monocytogenes, Shigella spp. and Yersinia enterolica for pathogenic bacteria and non-pathogenic bacteria such as lactic acid bacteria (LAB).","['Title: Virus-Vectored Influenza Virus Vaccines\nPassage: Adenovirus vectors are attractive as vaccine vectors because their genome is very stable and there are a variety of recombinant systems available which can accommodate up to 10 kb of recombinant genetic material . Adenovirus is a non-enveloped virus which is relatively stable and can be formulated for long-term storage at 4 °C, or even storage up to six months at room temperature . Adenovirus vaccines can be grown to high titers, exceeding 10 1° plaque forming units per mL when cultured on 293 or PER.C6 cells , and the virus can be purified by simple methods . Adenovirus vaccines', 'Title: Viral vector-based influenza vaccines\nPassage: were capable of inducing protective immunity against infection with homologous viruses in mice. Although recombinant baculovirus vector vaccines were tested in mice, efficacy data in other animal models is still lacking. Short-term production of baculovirus-based influenza virus vaccines for use in clinical trials is therefore not likely.', 'Title: Recent Progress towards Novel EV71 Anti-Therapeutics and Vaccines\nPassage: In general, there are several advantages of baculovirus-expressed vaccines, such as baculovirus-expressed virus-like particles and baculovirus surface display, over inactivated vaccines. One advantage of baculovirus-expressed vaccines is the complete elimination of any fear that may arise from the incomplete inactivation of the highly pathogenic viruses during the manufacturing process of inactivated vaccines, which is a concern that inactivated vaccines hold. Such extra peace of mind is attributed to two facts, namely no EV71 virus genomic material is present in baculovirus-expressed vaccines; and baculoviruses are harmless, largely owing to their non-replicable nature in mammalian cells .', 'Title: Vaccination With a Highly Attenuated Recombinant Vesicular Stomatitis Virus Vector Protects Against Challenge With a Lethal Dose of Ebola Virus\nPassage: To identify the most-effective rVSV/EBOV vector design for induction of EBOVGP-specific immune responses, the vectors outlined in Figure 1A were compared for their ability to elicit EBOVGP-specific cell-mediated immune and binding antibody responses in mice . Groups of BALB/c mice were immunized intramuscularly at study week 0 . Ten days after primary immunizations, splenocytes were collected from 5 mice/group and tested for EBOVGP-specific IFN-γ secretion by ELISpot assay. The remaining 5 mice/ group were boosted intramuscularly at study week 3 with 10 7 PFU of each rVSV/EBOV vector. Ten days after boosting, splenocytes were collected and tested as described above.', 'Title: Virus-Vectored Influenza Virus Vaccines\nPassage: There are limited studies using AAVs as vaccine vectors for influenza. An AAV expressing an HA antigen was first shown to induce protective in 2001 . Later, a hybrid AAV derived from two non-human primate isolates was used to express influenza NP and protect against PR8 challenge in mice . Most recently, following the 2009 H1N1 influenza virus pandemic, rAAV vectors were generated expressing the HA, NP and matrix 1 proteins of A/Mexico/4603/2009 , and in murine immunization and challenge studies, the rAAV-HA and rAAV-NP were shown to be protective; however, mice vaccinated with rAAV-HA + NP + M1 had']"
What  is the FPA optimization algorithm inspired by?,The FPA (Flower Pollination Algorithm) optimization algorithm is inspired by the flower pollination process of flowering plants.,The FPA optimization algorithm is inspired by the flow pollination process of flowering plants.,"['Title: Optimization Method for Forecasting Confirmed Cases of COVID-19 in China\nPassage: In the current study, we propose an improved ANFIS model based on a modified flower pollination algorithm using the salp swarm algorithm . The FPA is an optimization algorithm proposed by Yang , which was inspired by the flow pollination process of the flowering plants. The FPA was employed in various optimization applications, for example to estimate solar PV parameter , solving sudoku puzzles , feature selection , antenna design , and other applications . Moreover, SSA is also an optimization algorithm proposed by Mirjalili et al. inspired by the behavior of salp chains. In recent years, the SSA was', 'Title: Optimization Method for Forecasting Confirmed Cases of COVID-19 in China\nPassage: to the ANFIS parameters to enhance time series forecasting because these parameters have a significant effect on the performance of ANFIS. The SI methods include the particle swarm optimization , social-spider optimization , sine-cosine algorithm , and multi-verse optimizer . For example, in SCA algorithm was applied to improve the ANFIS model to forecast oil consumption in three countries, namely, Canada, Germany, and Japan. In the same context, in , The MVO algorithm was used to enhance the ANFIS model to forecast oil consumption in two countries. In addition, in the PSO was used with ANFIS to predict biochar yield.', 'Title: Optimization Method for Forecasting Confirmed Cases of COVID-19 in China\nPassage: The proposed method called FPASSA is a hybrid of FPA and SSA, in which the SSA is applied as a local search method for FPA. The proposed FPASSA starts by receiving the historical COVID-19 dataset. Then a set of solutions is generated where each of them represents the value for the parameters of the ANFIS model. Then the quality of each solution is calculated using the fitness value, and the solution that has the best fitness value is chosen to represent the best solution. Then the probability of each solution is computed. Then the current solution will be updated, either', 'Title: Optimization Method for Forecasting Confirmed Cases of COVID-19 in China\nPassage: The proposed method called FPASSA is a hybrid of FPA and SSA, in which the SSA is applied as a local search method for FPA. The proposed FPASSA starts by receiving the historical COVID-19 dataset. Then a set of solutions is generated where each of them represents the value for the parameters of the ANFIS model. Then the quality of each solution is calculated using the fitness value, and the solution that has the best fitness value is chosen to represent the best solution. Then the probability of each solution is computed. Then the current solution will be updated, either', ""Title: Optimization Method for Forecasting Confirmed Cases of COVID-19 in China\nPassage: SSA is an optimization technique introduced by . It simulates the Salps' behavior in nature. This behavior is called salp chain. The mathematical model of SSA begins by splinting its population into a leader group and followers group. The leader is the front salp, whereas, the followers are the other salps. The search space is determined in n-dimensions with n variables. Equation works to update the salps' positions.""]"
Why is it likely that MA15 is highly attenuated to  replicate in human cells?,"There is no mention of MA15 in the provided passages, so it's not possible to determine why it might be highly attenuated to replicate in human cells. The passages discuss various aspects of viral replication, mutation rates, and host-virus interactions, but MA15 is not mentioned.","The basis for the host-restriction of MVA, which is important to fully understand its attenuation, remains unknown. The large number of deletions, truncations, and mutations that occurred during the long passage history of MVA in CEF severely complicates efforts to determine those changes important for its host-range defect. Additionally, the MVA genome revealed six major deletions compared to the parent virus, and the consequent inability to efficiently produce infectious virus in most mammalian cells, suggesting that MA15 is highly attenuated to replicate in human cells.","['Title: Variation in RNA Virus Mutation Rates across Host Cells\nPassage: genetic andmetabolic alterations in addition to p53 inactivation. To check the potential effects of these changes, we performed fluctuation tests in CT26 cells from an undifferentiated grade IV colon adenocarcinoma of a BALB/c mouse , but we found no significant differences with primary MEFs . Of note, BHK-21 are also tumor-forming cells, and the mutation rate was similar to the rate observed in MEFs or CT26 cells . This homogeneity in the VSV mutation rate was not an obvious a priori, because metabolic and mitotic activity should alter the availability of NTPs and hence could impact RNA replication fidelity, although', 'Title: Molecular and phylogenetic analysis of matrix gene of avian influenza viruses isolated from wild birds and live bird markets in the USA\nPassage: al. 17 and Furuse et al. 26 Since M1 protein plays an important role in virus assembly and budding, any change in M1 can have deleterious effect on virus survival, whereas M2 protein is integral membrane protein forming pH-gated channels in the viral lipid membrane. 23 More sites in the M2 protein under positive selection are located in the extracellular domain, which is recognized by the host immune response system. Thus, to evade host immune response, M2 protein is more susceptible to mutations. 26, 39, 40 Also, higher rate of amino acid variations in M1 and M2 proteins was observed', 'Title: Viral factors in influenza pandemic risk assessment\nPassage: Ultimately, it would be valuable to develop a simple screen to assess the ability of a viral polymerase to support replication and transmission in humans. This phenotype is influenced by at least 4 different viral genes and involves interactions with several different human host factors. If all the relevant host factors were enumerated, one could imagine quickly converting sequence information into an assay that tested for interactions that should support activity. Along these lines the recent description of a host factor, ANP32A that differs between flighted birds and mammals and explains the poor activity of avian polymerase in mammalian cells', 'Title: IFITM proteins drive type 2 T helper cell differentiation and exacerbate allergic airway inflammation\nPassage: Many studies have shown that the IFITM family provides cellular resistance to viral infection in vitro, and GWAS identified IFITM3 as a resistance gene for influenza in humans . However, we show here that deletion of IFITM proteins reduces the severity of Th2 inflammation in a mouse asthma model, suggesting an evolutionary balance between conferring cellular viral resistance and susceptibility to allergic disease. This study demonstrates that the IFITM family of proteins should be viewed not only as essential proteins for cellular resistance to viral infection but also as important regulators of CD4 + Th cell differentiation and function.', 'Title: Nucleolar and Ribosomal DNA Structure under Stress: Yeast Lessons for Aging and Cancer\nPassage: shrinkage could prevent genetic instability associated with repetitive sequences. On the other hand, Hmo1, a High Mobility Group protein involved in the specialized chromatin state at the rDNA , is regulated by TORC1 ; and Hmo1 was required alongside with condensin to mediate both a starvation-induced transcriptional position effect within the rDNA and nucleolar contraction . Mitotic rDNA condensation is also regulated by the Jhd2 demethylase, which acts on histone H3, the maintenance of Csm1/Lrs4 and condensin association with the rDNA . How is condensin activated outside anaphase under stress conditions? It was shown that the condensation of this locus']"
Respiratory viral pathogens were present in what percentage of samples?,"According to the first passage, respiratory viral pathogens were present in 47.8% of samples (971 out of 2025 cases). The monthly positive rates varied from 32.5% to 75.0% with a mean of 45.1%.",Respiratory viral pathogens were present in approximately 47.9% of the samples.,"['Title: A 3-year prospective study of the epidemiology of acute respiratory viral infections in hospitalized children in Shenzhen, China\nPassage: About 971 of the 2025 cases were positive for at least one viral pathogen. Among them, IAV, RSV, HRV and PIVs were detected in 348 , 296 , 209 and 169 cases, respectively. Single infection was observed in 669 cases, and multiple infection was found in 302 . Our results also showed that RSV, IAV and HRV were the main pathogens in single viral infection cases . The monthly positive rates varied from 32Á5% to 75Á0% with a mean of 45Á1% . In the year 2009, when influenza A was pandemic worldwide, the positive rate started to increase in March', 'Title: Etiology of respiratory tract infections in the community and clinic in Ilorin, Nigeria\nPassage: We also compared and contrasted the clinical and community results. Parainfluenza virus 4, respiratory syncytial virus B and enterovirus were the most common viruses found in the clinical sample. These three infections resulted in 41 viruses detected in 15 subjects clinically, and eight infections detected in five people in the community. Together they infected 94% of clinical subjects, and 7% in the community . The most common virus detected in community samples was Coronavirus OC43; this virus was detected in 13.3% people in the community and not in any of the clinical samples. However a different strain, coronavirus OC 229', 'Title: Aetiology of Acute Respiratory Tract Infections in Hospitalised Children in Cyprus\nPassage: The most common viruses detected were RSV and rhinovirus accounting for almost 60% of all cases. Both viruses were reported previously by others as the major aetiology for respiratory viral infections in young children with rhinoviruses being recognized increasingly for their role in lower respiratory tract infections .', 'Title: Aetiology of Acute Respiratory Tract Infections in Hospitalised Children in Cyprus\nPassage: The most common viruses detected were RSV and rhinovirus accounting for almost 60% of all cases. Both viruses were reported previously by others as the major aetiology for respiratory viral infections in young children with rhinoviruses being recognized increasingly for their role in lower respiratory tract infections .', 'Title: Sentinel surveillance for human enterovirus 71 in Sarawak, Malaysia: lessons from the first 7 years\nPassage: An analysis of the proportion of the different types of specimens and the virus yield obtained is shown in Table 2 . More than 2000 specimens from outbreak and nonoutbreak periods were tested from 1998 to 2005. Enteroviruses were grown from 21.6% of those tested. Throat swabs comprised 72.3% of the total number of specimens tested and 25.4% of these yielded enteroviruses. Detailed information about the enterovirus serotypes isolated during this surveillance programme is also provided . Although on the whole, the virus isolation success rate was much lower than anticipated from the results for the first 18 months, it']"
